LoanID;CustomerID;LoanType;Status;RecoveryStatus;StartDate;EndDate;DefaultDate;PrincipalAmount;TotalPaid;InterestRate;PaymentDate;PaymentAmount;MissedPayment
L0368;C0440;Business;Closed;"Fully Recovered";2017-03-02;2034-02-01;NULL;5254.06;23395.85;5.75;2022-04-09;2555.30;0
L0368;C0440;Business;Closed;"Fully Recovered";2017-03-02;2034-02-01;NULL;5254.06;23395.85;5.75;2022-02-04;3144.50;0
L0368;C0440;Business;Closed;"Fully Recovered";2017-03-02;2034-02-01;NULL;5254.06;23395.85;5.75;2022-01-02;1466.16;0
L0369;C0441;Personal;Closed;"Fully Recovered";2021-09-15;2036-06-17;NULL;55749.62;89819.70;12.04;2022-04-07;1587.41;1
L0369;C0441;Personal;Closed;"Fully Recovered";2021-09-15;2036-06-17;NULL;55749.62;89819.70;12.04;2022-02-01;3436.34;0
L0369;C0441;Personal;Closed;"Fully Recovered";2021-09-15;2036-06-17;NULL;55749.62;89819.70;12.04;2022-01-08;1438.50;0
L0370;C0442;Business;Active;"Fully Recovered";2018-01-09;2037-08-27;NULL;48695.88;56770.85;16.15;2022-04-10;3461.57;0
L0370;C0442;Business;Active;"Fully Recovered";2018-01-09;2037-08-27;NULL;48695.88;56770.85;16.15;2022-03-05;1700.81;0
L0370;C0442;Business;Active;"Fully Recovered";2018-01-09;2037-08-27;NULL;48695.88;56770.85;16.15;2022-02-06;391.34;0
L0370;C0442;Business;Active;"Fully Recovered";2018-01-09;2037-08-27;NULL;48695.88;56770.85;16.15;2022-01-05;1863.33;1
L0371;C0443;Business;Defaulted;Unrecovered;2016-12-18;2036-01-03;NULL;52141.89;87867.35;4.12;2022-04-07;324.96;0
L0371;C0443;Business;Defaulted;Unrecovered;2016-12-18;2036-01-03;NULL;52141.89;87867.35;4.12;2022-03-08;929.85;0
L0371;C0443;Business;Defaulted;Unrecovered;2016-12-18;2036-01-03;NULL;52141.89;87867.35;4.12;2022-02-08;518.20;0
L0371;C0443;Business;Defaulted;Unrecovered;2016-12-18;2036-01-03;NULL;52141.89;87867.35;4.12;2022-01-07;2823.17;0
L0372;C0444;Auto;Active;"Fully Recovered";2021-03-17;2037-11-07;NULL;13588.74;31726.14;4.88;2022-04-10;774.22;1
L0372;C0444;Auto;Active;"Fully Recovered";2021-03-17;2037-11-07;NULL;13588.74;31726.14;4.88;2022-03-05;280.31;1
L0372;C0444;Auto;Active;"Fully Recovered";2021-03-17;2037-11-07;NULL;13588.74;31726.14;4.88;2022-02-06;334.36;0
L0372;C0444;Auto;Active;"Fully Recovered";2021-03-17;2037-11-07;NULL;13588.74;31726.14;4.88;2022-01-04;2881.15;0
L0373;C0445;Personal;Defaulted;Unrecovered;2017-04-02;2031-03-31;2022-03-24;66341.81;28789.68;2.56;2022-04-03;551.77;0
L0373;C0445;Personal;Defaulted;Unrecovered;2017-04-02;2031-03-31;2022-03-24;66341.81;28789.68;2.56;2022-03-11;3285.51;0
L0373;C0445;Personal;Defaulted;Unrecovered;2017-04-02;2031-03-31;2022-03-24;66341.81;28789.68;2.56;2022-02-08;2635.71;1
L0374;C0446;Auto;Active;"Partially Recovered";2015-05-22;2036-03-15;NULL;20824.70;57154.07;9.63;2022-04-08;3168.86;1
L0374;C0446;Auto;Active;"Partially Recovered";2015-05-22;2036-03-15;NULL;20824.70;57154.07;9.63;2022-03-11;247.09;0
L0374;C0446;Auto;Active;"Partially Recovered";2015-05-22;2036-03-15;NULL;20824.70;57154.07;9.63;2022-02-09;1475.86;1
L0374;C0446;Auto;Active;"Partially Recovered";2015-05-22;2036-03-15;NULL;20824.70;57154.07;9.63;2022-01-06;1604.36;0
L0375;C0447;Personal;Closed;Unrecovered;2016-01-22;2035-01-27;NULL;23655.27;69881.62;7.12;2022-04-06;2152.69;1
L0375;C0447;Personal;Closed;Unrecovered;2016-01-22;2035-01-27;NULL;23655.27;69881.62;7.12;2022-03-10;1318.24;1
L0375;C0447;Personal;Closed;Unrecovered;2016-01-22;2035-01-27;NULL;23655.27;69881.62;7.12;2022-01-09;3518.13;1
L0376;C0448;Mortgage;Closed;Unrecovered;2018-01-26;2032-06-27;NULL;90785.86;64626.59;14.15;2022-04-06;3249.90;0
L0376;C0448;Mortgage;Closed;Unrecovered;2018-01-26;2032-06-27;NULL;90785.86;64626.59;14.15;2022-02-05;3580.57;1
L0376;C0448;Mortgage;Closed;Unrecovered;2018-01-26;2032-06-27;NULL;90785.86;64626.59;14.15;2022-01-09;3358.99;1
L0377;C0450;Auto;Active;Unrecovered;2017-10-25;2035-05-24;NULL;98797.28;25068.55;11.82;2022-03-10;841.78;0
L0377;C0450;Auto;Active;Unrecovered;2017-10-25;2035-05-24;NULL;98797.28;25068.55;11.82;2022-02-03;353.25;0
L0377;C0450;Auto;Active;Unrecovered;2017-10-25;2035-05-24;NULL;98797.28;25068.55;11.82;2022-01-05;2382.14;0
L0378;C0451;Business;Active;"Partially Recovered";2021-03-12;2037-07-25;2021-10-16;14928.68;51106.01;5.01;2022-02-01;643.70;0
L0379;C0452;Auto;Closed;"Partially Recovered";2017-10-23;2034-04-04;NULL;73642.98;28439.76;12.44;2022-03-03;1726.22;0
L0379;C0452;Auto;Closed;"Partially Recovered";2017-10-23;2034-04-04;NULL;73642.98;28439.76;12.44;2022-02-09;2056.02;0
L0379;C0452;Auto;Closed;"Partially Recovered";2017-10-23;2034-04-04;NULL;73642.98;28439.76;12.44;2022-01-03;290.31;0
L0380;C0453;Personal;Defaulted;"Partially Recovered";2023-10-18;2035-03-05;NULL;53814.42;11022.84;3.56;2022-04-08;1440.23;0
L0380;C0453;Personal;Defaulted;"Partially Recovered";2023-10-18;2035-03-05;NULL;53814.42;11022.84;3.56;2022-02-09;1782.01;0
L0380;C0453;Personal;Defaulted;"Partially Recovered";2023-10-18;2035-03-05;NULL;53814.42;11022.84;3.56;2022-01-08;816.93;0
L0381;C0454;Business;Defaulted;Unrecovered;2018-12-20;2035-10-26;NULL;31069.52;27448.35;14.79;2022-04-05;1262.21;1
L0381;C0454;Business;Defaulted;Unrecovered;2018-12-20;2035-10-26;NULL;31069.52;27448.35;14.79;2022-02-03;1866.94;0
L0381;C0454;Business;Defaulted;Unrecovered;2018-12-20;2035-10-26;NULL;31069.52;27448.35;14.79;2022-01-09;1769.77;0
L0382;C0455;Mortgage;Active;"Partially Recovered";2020-06-14;2033-04-13;NULL;94773.85;58267.21;15.32;2022-04-08;2709.25;0
L0382;C0455;Mortgage;Active;"Partially Recovered";2020-06-14;2033-04-13;NULL;94773.85;58267.21;15.32;2022-03-11;322.71;0
L0382;C0455;Mortgage;Active;"Partially Recovered";2020-06-14;2033-04-13;NULL;94773.85;58267.21;15.32;2022-02-03;1638.56;1
L0382;C0455;Mortgage;Active;"Partially Recovered";2020-06-14;2033-04-13;NULL;94773.85;58267.21;15.32;2022-01-02;2285.74;0
L0383;C0456;Auto;Closed;"Fully Recovered";2016-01-10;2035-04-23;2021-12-15;95332.89;62893.10;16.90;2022-04-08;2184.98;0
L0383;C0456;Auto;Closed;"Fully Recovered";2016-01-10;2035-04-23;2021-12-15;95332.89;62893.10;16.90;2022-03-07;2703.42;1
L0383;C0456;Auto;Closed;"Fully Recovered";2016-01-10;2035-04-23;2021-12-15;95332.89;62893.10;16.90;2022-01-31;3190.76;0
L0383;C0456;Auto;Closed;"Fully Recovered";2016-01-10;2035-04-23;2021-12-15;95332.89;62893.10;16.90;2022-01-06;2353.60;0
L0384;C0458;Business;Closed;"Partially Recovered";2015-08-10;2034-11-18;NULL;55362.16;6439.30;15.97;2022-04-08;1232.34;0
L0384;C0458;Business;Closed;"Partially Recovered";2015-08-10;2034-11-18;NULL;55362.16;6439.30;15.97;2022-03-06;2952.40;0
L0384;C0458;Business;Closed;"Partially Recovered";2015-08-10;2034-11-18;NULL;55362.16;6439.30;15.97;2022-02-07;1253.42;0
L0384;C0458;Business;Closed;"Partially Recovered";2015-08-10;2034-11-18;NULL;55362.16;6439.30;15.97;2022-01-08;178.33;0
L0385;C0459;Business;Closed;Unrecovered;2016-06-26;2035-03-19;2021-04-01;12731.67;76512.15;3.23;2022-04-07;3541.15;1
L0385;C0459;Business;Closed;Unrecovered;2016-06-26;2035-03-19;2021-04-01;12731.67;76512.15;3.23;2022-03-11;1570.94;0
L0385;C0459;Business;Closed;Unrecovered;2016-06-26;2035-03-19;2021-04-01;12731.67;76512.15;3.23;2022-02-05;1899.55;0
L0385;C0459;Business;Closed;Unrecovered;2016-06-26;2035-03-19;2021-04-01;12731.67;76512.15;3.23;2022-01-10;1200.18;0
L0386;C0460;Business;Defaulted;Unrecovered;2022-11-22;2032-11-02;NULL;23131.76;5702.19;12.35;2022-04-08;697.07;0
L0386;C0460;Business;Defaulted;Unrecovered;2022-11-22;2032-11-02;NULL;23131.76;5702.19;12.35;2022-03-08;279.49;0
L0386;C0460;Business;Defaulted;Unrecovered;2022-11-22;2032-11-02;NULL;23131.76;5702.19;12.35;2022-02-03;2804.17;0
L0386;C0460;Business;Defaulted;Unrecovered;2022-11-22;2032-11-02;NULL;23131.76;5702.19;12.35;2022-01-09;3092.58;0
L0387;C0461;Mortgage;Active;"Partially Recovered";2022-03-25;2038-05-16;NULL;58011.13;32155.85;12.43;2022-04-03;2518.03;0
L0387;C0461;Mortgage;Active;"Partially Recovered";2022-03-25;2038-05-16;NULL;58011.13;32155.85;12.43;2022-03-02;2584.31;0
L0387;C0461;Mortgage;Active;"Partially Recovered";2022-03-25;2038-05-16;NULL;58011.13;32155.85;12.43;2022-01-31;1858.44;0
L0388;C0462;Mortgage;Defaulted;"Fully Recovered";2023-12-25;2034-12-28;2022-07-09;49176.30;25689.75;9.18;2022-04-09;179.47;0
L0388;C0462;Mortgage;Defaulted;"Fully Recovered";2023-12-25;2034-12-28;2022-07-09;49176.30;25689.75;9.18;2022-02-07;1520.98;0
L0388;C0462;Mortgage;Defaulted;"Fully Recovered";2023-12-25;2034-12-28;2022-07-09;49176.30;25689.75;9.18;2022-01-06;2098.49;0
L0389;C0464;Auto;Active;"Fully Recovered";2019-07-13;2034-07-10;NULL;84811.01;45403.60;2.07;2022-03-11;911.42;0
L0389;C0464;Auto;Active;"Fully Recovered";2019-07-13;2034-07-10;NULL;84811.01;45403.60;2.07;2022-02-02;1445.46;1
L0390;C0465;Mortgage;Active;Unrecovered;2023-09-08;2030-02-17;NULL;80567.03;60109.89;6.05;2022-04-01;692.86;0
L0390;C0465;Mortgage;Active;Unrecovered;2023-09-08;2030-02-17;NULL;80567.03;60109.89;6.05;2022-03-02;1913.31;0
L0390;C0465;Mortgage;Active;Unrecovered;2023-09-08;2030-02-17;NULL;80567.03;60109.89;6.05;2022-02-07;3543.90;0
L0390;C0465;Mortgage;Active;Unrecovered;2023-09-08;2030-02-17;NULL;80567.03;60109.89;6.05;2022-01-01;1978.40;0
L0391;C0466;Personal;Active;"Fully Recovered";2019-02-16;2034-11-04;NULL;9240.60;75576.74;15.78;2022-04-01;1434.02;0
L0391;C0466;Personal;Active;"Fully Recovered";2019-02-16;2034-11-04;NULL;9240.60;75576.74;15.78;2022-02-02;2477.64;0
L0391;C0466;Personal;Active;"Fully Recovered";2019-02-16;2034-11-04;NULL;9240.60;75576.74;15.78;2022-01-03;3595.96;0
L0392;C0467;Personal;Active;"Fully Recovered";2018-09-30;2034-02-17;NULL;66906.55;9934.84;15.11;2022-03-07;1785.01;0
L0392;C0467;Personal;Active;"Fully Recovered";2018-09-30;2034-02-17;NULL;66906.55;9934.84;15.11;2022-01-01;1473.65;0
L0393;C0468;Mortgage;Active;"Partially Recovered";2018-05-27;2034-03-10;NULL;47091.76;23115.15;4.12;2022-04-08;920.70;0
L0393;C0468;Mortgage;Active;"Partially Recovered";2018-05-27;2034-03-10;NULL;47091.76;23115.15;4.12;2022-02-06;3314.11;0
L0393;C0468;Mortgage;Active;"Partially Recovered";2018-05-27;2034-03-10;NULL;47091.76;23115.15;4.12;2022-01-01;2055.39;0
L0394;C0469;Personal;Defaulted;"Partially Recovered";2019-03-11;2037-11-19;2021-12-06;98587.58;50970.65;9.26;2022-04-05;954.48;0
L0394;C0469;Personal;Defaulted;"Partially Recovered";2019-03-11;2037-11-19;2021-12-06;98587.58;50970.65;9.26;2022-03-02;1800.45;0
L0394;C0469;Personal;Defaulted;"Partially Recovered";2019-03-11;2037-11-19;2021-12-06;98587.58;50970.65;9.26;2022-02-09;3141.78;0
L0394;C0469;Personal;Defaulted;"Partially Recovered";2019-03-11;2037-11-19;2021-12-06;98587.58;50970.65;9.26;2022-01-02;2692.87;1
L0395;C0471;Personal;Closed;"Fully Recovered";2016-07-31;2038-12-14;2022-09-21;77777.09;67331.57;6.42;2022-04-08;2571.27;0
L0395;C0471;Personal;Closed;"Fully Recovered";2016-07-31;2038-12-14;2022-09-21;77777.09;67331.57;6.42;2022-03-09;723.44;0
L0395;C0471;Personal;Closed;"Fully Recovered";2016-07-31;2038-12-14;2022-09-21;77777.09;67331.57;6.42;2022-02-02;3267.33;0
L0395;C0471;Personal;Closed;"Fully Recovered";2016-07-31;2038-12-14;2022-09-21;77777.09;67331.57;6.42;2022-01-06;3494.41;1
L0396;C0472;Business;Active;"Fully Recovered";2021-11-02;2036-05-07;2022-08-25;80886.96;84089.65;2.47;2022-04-01;1328.14;0
L0396;C0472;Business;Active;"Fully Recovered";2021-11-02;2036-05-07;2022-08-25;80886.96;84089.65;2.47;2022-03-10;2906.02;0
L0396;C0472;Business;Active;"Fully Recovered";2021-11-02;2036-05-07;2022-08-25;80886.96;84089.65;2.47;2022-01-06;1206.06;0
L0397;C0473;Mortgage;Defaulted;"Fully Recovered";2019-07-04;2034-04-08;NULL;11770.12;1482.44;7.14;2022-04-06;2255.31;0
L0397;C0473;Mortgage;Defaulted;"Fully Recovered";2019-07-04;2034-04-08;NULL;11770.12;1482.44;7.14;2022-03-07;2281.08;0
L0397;C0473;Mortgage;Defaulted;"Fully Recovered";2019-07-04;2034-04-08;NULL;11770.12;1482.44;7.14;2022-02-05;3128.66;0
L0397;C0473;Mortgage;Defaulted;"Fully Recovered";2019-07-04;2034-04-08;NULL;11770.12;1482.44;7.14;2022-01-09;1262.51;1
L0398;C0474;Auto;Defaulted;"Partially Recovered";2023-10-18;2035-03-12;2021-08-07;53713.26;41273.82;3.55;2022-04-02;3019.52;0
L0398;C0474;Auto;Defaulted;"Partially Recovered";2023-10-18;2035-03-12;2021-08-07;53713.26;41273.82;3.55;2022-03-05;831.97;0
L0398;C0474;Auto;Defaulted;"Partially Recovered";2023-10-18;2035-03-12;2021-08-07;53713.26;41273.82;3.55;2022-01-02;1914.92;1
L0399;C0475;Auto;Closed;Unrecovered;2023-08-14;2030-10-30;NULL;95813.19;50364.08;10.48;2022-03-07;244.01;0
L0399;C0475;Auto;Closed;Unrecovered;2023-08-14;2030-10-30;NULL;95813.19;50364.08;10.48;2022-02-08;2274.00;0
L0399;C0475;Auto;Closed;Unrecovered;2023-08-14;2030-10-30;NULL;95813.19;50364.08;10.48;2022-01-07;2618.65;0
L0400;C0477;Auto;Closed;"Fully Recovered";2015-12-11;2033-03-14;2022-08-23;31676.82;47882.10;7.84;2022-04-02;1901.83;1
L0400;C0477;Auto;Closed;"Fully Recovered";2015-12-11;2033-03-14;2022-08-23;31676.82;47882.10;7.84;2022-03-04;1116.35;0
L0400;C0477;Auto;Closed;"Fully Recovered";2015-12-11;2033-03-14;2022-08-23;31676.82;47882.10;7.84;2022-01-31;3259.59;0
L0400;C0477;Auto;Closed;"Fully Recovered";2015-12-11;2033-03-14;2022-08-23;31676.82;47882.10;7.84;2022-01-06;515.88;0
L0401;C0478;Business;Defaulted;Unrecovered;2017-07-05;2032-11-21;NULL;10564.26;9320.88;12.36;2022-03-08;3303.71;0
L0401;C0478;Business;Defaulted;Unrecovered;2017-07-05;2032-11-21;NULL;10564.26;9320.88;12.36;2022-01-31;1826.34;0
L0402;C0480;Personal;Active;"Fully Recovered";2022-11-06;2034-09-29;NULL;63571.53;47135.94;16.16;2022-04-01;1160.45;0
L0402;C0480;Personal;Active;"Fully Recovered";2022-11-06;2034-09-29;NULL;63571.53;47135.94;16.16;2022-03-04;3445.20;1
L0402;C0480;Personal;Active;"Fully Recovered";2022-11-06;2034-09-29;NULL;63571.53;47135.94;16.16;2022-02-06;1107.16;0
L0402;C0480;Personal;Active;"Fully Recovered";2022-11-06;2034-09-29;NULL;63571.53;47135.94;16.16;2022-01-08;1094.29;1
L0403;C0481;Business;Closed;"Fully Recovered";2015-04-21;2031-05-03;NULL;68280.74;78837.54;2.10;2022-04-06;560.30;0
L0403;C0481;Business;Closed;"Fully Recovered";2015-04-21;2031-05-03;NULL;68280.74;78837.54;2.10;2022-03-04;444.82;0
L0403;C0481;Business;Closed;"Fully Recovered";2015-04-21;2031-05-03;NULL;68280.74;78837.54;2.10;2022-01-02;1169.88;1
L0404;C0482;Business;Active;Unrecovered;2019-08-16;2032-12-07;NULL;12098.12;6420.50;13.21;2022-04-09;1118.63;0
L0404;C0482;Business;Active;Unrecovered;2019-08-16;2032-12-07;NULL;12098.12;6420.50;13.21;2022-01-31;1511.85;0
L0405;C0483;Mortgage;Closed;"Partially Recovered";2020-01-21;2032-03-26;2021-12-17;90707.09;36233.14;14.81;2022-03-04;2282.35;0
L0405;C0483;Mortgage;Closed;"Partially Recovered";2020-01-21;2032-03-26;2021-12-17;90707.09;36233.14;14.81;2022-02-03;3375.24;0
L0406;C0484;Auto;Closed;Unrecovered;2017-08-11;2034-07-26;NULL;24447.87;4460.36;16.71;2022-04-05;2042.65;0
L0406;C0484;Auto;Closed;Unrecovered;2017-08-11;2034-07-26;NULL;24447.87;4460.36;16.71;2022-03-10;2031.60;0
L0406;C0484;Auto;Closed;Unrecovered;2017-08-11;2034-07-26;NULL;24447.87;4460.36;16.71;2022-01-04;937.89;1
L0407;C0485;Business;Active;"Partially Recovered";2021-11-10;2032-06-01;NULL;30657.67;15854.07;9.72;2022-04-05;1645.26;1
L0407;C0485;Business;Active;"Partially Recovered";2021-11-10;2032-06-01;NULL;30657.67;15854.07;9.72;2022-03-06;255.94;0
L0407;C0485;Business;Active;"Partially Recovered";2021-11-10;2032-06-01;NULL;30657.67;15854.07;9.72;2022-02-05;1919.74;1
L0407;C0485;Business;Active;"Partially Recovered";2021-11-10;2032-06-01;NULL;30657.67;15854.07;9.72;2022-01-06;2639.41;0
L0408;C0489;Business;Closed;"Partially Recovered";2022-03-17;2038-12-30;NULL;85459.95;8487.63;12.03;2022-03-09;2756.53;0
L0408;C0489;Business;Closed;"Partially Recovered";2022-03-17;2038-12-30;NULL;85459.95;8487.63;12.03;2022-02-07;1128.30;1
L0408;C0489;Business;Closed;"Partially Recovered";2022-03-17;2038-12-30;NULL;85459.95;8487.63;12.03;2022-01-07;1128.09;0
L0409;C0490;Auto;Active;"Fully Recovered";2021-03-29;2030-06-09;NULL;57956.29;74521.16;9.10;2022-04-04;3443.21;0
L0409;C0490;Auto;Active;"Fully Recovered";2021-03-29;2030-06-09;NULL;57956.29;74521.16;9.10;2022-02-08;2048.15;0
L0409;C0490;Auto;Active;"Fully Recovered";2021-03-29;2030-06-09;NULL;57956.29;74521.16;9.10;2022-01-04;2809.68;0
L0410;C0491;Auto;Defaulted;"Fully Recovered";2018-01-08;2031-10-20;NULL;93535.54;74610.31;14.39;2022-04-10;1721.48;0
L0410;C0491;Auto;Defaulted;"Fully Recovered";2018-01-08;2031-10-20;NULL;93535.54;74610.31;14.39;2022-03-02;784.38;0
L0410;C0491;Auto;Defaulted;"Fully Recovered";2018-01-08;2031-10-20;NULL;93535.54;74610.31;14.39;2022-01-06;3062.09;0
L0411;C0492;Business;Closed;"Fully Recovered";2023-11-05;2034-02-28;NULL;92691.48;5966.32;4.26;2022-04-06;1083.16;0
L0411;C0492;Business;Closed;"Fully Recovered";2023-11-05;2034-02-28;NULL;92691.48;5966.32;4.26;2022-03-04;2896.45;0
L0411;C0492;Business;Closed;"Fully Recovered";2023-11-05;2034-02-28;NULL;92691.48;5966.32;4.26;2022-02-05;1146.06;0
L0412;C0493;Business;Active;"Fully Recovered";2017-02-23;2036-12-22;NULL;82858.49;79522.92;4.09;2022-03-03;1377.34;0
L0412;C0493;Business;Active;"Fully Recovered";2017-02-23;2036-12-22;NULL;82858.49;79522.92;4.09;2022-02-07;1402.32;0
L0412;C0493;Business;Active;"Fully Recovered";2017-02-23;2036-12-22;NULL;82858.49;79522.92;4.09;2022-01-07;330.24;0
L0413;C0494;Auto;Defaulted;Unrecovered;2018-08-02;2037-02-04;NULL;77016.30;54571.92;13.02;2022-04-08;1583.77;0
L0413;C0494;Auto;Defaulted;Unrecovered;2018-08-02;2037-02-04;NULL;77016.30;54571.92;13.02;2022-03-10;383.76;0
L0413;C0494;Auto;Defaulted;Unrecovered;2018-08-02;2037-02-04;NULL;77016.30;54571.92;13.02;2022-02-08;1743.60;0
L0413;C0494;Auto;Defaulted;Unrecovered;2018-08-02;2037-02-04;NULL;77016.30;54571.92;13.02;2022-01-06;1871.14;0
L0414;C0495;Business;Defaulted;"Partially Recovered";2022-12-19;2032-09-02;2022-07-07;25981.32;16094.04;12.64;2022-04-03;1968.66;0
L0414;C0495;Business;Defaulted;"Partially Recovered";2022-12-19;2032-09-02;2022-07-07;25981.32;16094.04;12.64;2022-03-11;589.10;0
L0414;C0495;Business;Defaulted;"Partially Recovered";2022-12-19;2032-09-02;2022-07-07;25981.32;16094.04;12.64;2022-02-03;2499.07;0
L0414;C0495;Business;Defaulted;"Partially Recovered";2022-12-19;2032-09-02;2022-07-07;25981.32;16094.04;12.64;2022-01-07;2864.12;0
L0415;C0496;Personal;Defaulted;Unrecovered;2021-02-26;2035-01-10;2022-10-04;92146.79;45033.30;6.31;2022-04-10;1367.02;0
L0415;C0496;Personal;Defaulted;Unrecovered;2021-02-26;2035-01-10;2022-10-04;92146.79;45033.30;6.31;2022-03-08;794.90;0
L0415;C0496;Personal;Defaulted;Unrecovered;2021-02-26;2035-01-10;2022-10-04;92146.79;45033.30;6.31;2022-02-09;2821.65;0
L0415;C0496;Personal;Defaulted;Unrecovered;2021-02-26;2035-01-10;2022-10-04;92146.79;45033.30;6.31;2022-01-03;2338.47;0
L0416;C0497;Auto;Closed;Unrecovered;2022-06-04;2038-10-05;2021-01-15;7948.83;88741.98;7.75;2022-04-08;1441.52;0
L0416;C0497;Auto;Closed;Unrecovered;2022-06-04;2038-10-05;2021-01-15;7948.83;88741.98;7.75;2022-03-11;2424.91;0
L0416;C0497;Auto;Closed;Unrecovered;2022-06-04;2038-10-05;2021-01-15;7948.83;88741.98;7.75;2022-02-08;2881.58;0
L0416;C0497;Auto;Closed;Unrecovered;2022-06-04;2038-10-05;2021-01-15;7948.83;88741.98;7.75;2022-01-01;2863.60;0
L0417;C0498;Auto;Closed;Unrecovered;2023-08-12;2035-12-22;2022-09-14;33839.80;62959.74;7.60;2022-04-08;1705.81;1
L0417;C0498;Auto;Closed;Unrecovered;2023-08-12;2035-12-22;2022-09-14;33839.80;62959.74;7.60;2022-02-04;290.36;1
L0417;C0498;Auto;Closed;Unrecovered;2023-08-12;2035-12-22;2022-09-14;33839.80;62959.74;7.60;2022-01-01;3422.40;0
L0418;C0499;Personal;Closed;Unrecovered;2018-01-03;2030-08-29;NULL;89266.39;81942.28;4.99;2022-02-01;617.57;0
L0418;C0499;Personal;Closed;Unrecovered;2018-01-03;2030-08-29;NULL;89266.39;81942.28;4.99;2022-01-06;2377.24;0
L0419;C0500;Personal;Active;"Partially Recovered";2020-03-24;2031-11-15;NULL;86689.03;38657.35;5.48;2022-04-07;771.24;0
L0419;C0500;Personal;Active;"Partially Recovered";2020-03-24;2031-11-15;NULL;86689.03;38657.35;5.48;2022-01-31;3089.93;1
L0419;C0500;Personal;Active;"Partially Recovered";2020-03-24;2031-11-15;NULL;86689.03;38657.35;5.48;2022-01-09;2254.45;0
L0420;C0503;Auto;Active;Unrecovered;2016-05-05;2038-04-04;NULL;75673.58;27439.38;6.14;2022-04-04;3393.56;0
L0420;C0503;Auto;Active;Unrecovered;2016-05-05;2038-04-04;NULL;75673.58;27439.38;6.14;2022-02-09;593.32;0
L0420;C0503;Auto;Active;Unrecovered;2016-05-05;2038-04-04;NULL;75673.58;27439.38;6.14;2022-01-05;2552.68;1
L0421;C0504;Mortgage;Closed;"Partially Recovered";2020-04-05;2034-02-02;2022-02-12;64002.35;20329.50;9.34;2022-04-07;3411.02;0
L0421;C0504;Mortgage;Closed;"Partially Recovered";2020-04-05;2034-02-02;2022-02-12;64002.35;20329.50;9.34;2022-03-05;2612.43;0
L0421;C0504;Mortgage;Closed;"Partially Recovered";2020-04-05;2034-02-02;2022-02-12;64002.35;20329.50;9.34;2022-02-06;2170.60;1
L0421;C0504;Mortgage;Closed;"Partially Recovered";2020-04-05;2034-02-02;2022-02-12;64002.35;20329.50;9.34;2022-01-06;2809.72;1
L0422;C0505;Personal;Closed;Unrecovered;2016-01-16;2035-01-12;NULL;12906.39;43758.44;12.10;2022-03-08;3272.18;0
L0422;C0505;Personal;Closed;Unrecovered;2016-01-16;2035-01-12;NULL;12906.39;43758.44;12.10;2022-02-03;1311.11;0
L0422;C0505;Personal;Closed;Unrecovered;2016-01-16;2035-01-12;NULL;12906.39;43758.44;12.10;2022-01-06;1063.51;0
L0423;C0506;Personal;Active;"Partially Recovered";2020-05-13;2037-01-26;NULL;80896.80;24688.10;7.98;2022-04-07;1483.86;0
L0423;C0506;Personal;Active;"Partially Recovered";2020-05-13;2037-01-26;NULL;80896.80;24688.10;7.98;2022-03-09;1220.46;0
L0423;C0506;Personal;Active;"Partially Recovered";2020-05-13;2037-01-26;NULL;80896.80;24688.10;7.98;2022-01-31;2826.44;0
L0423;C0506;Personal;Active;"Partially Recovered";2020-05-13;2037-01-26;NULL;80896.80;24688.10;7.98;2022-01-10;1010.42;0
L0424;C0507;Business;Closed;Unrecovered;2021-10-01;2033-05-25;2021-08-27;74805.63;50107.28;13.86;2022-03-03;3209.12;1
L0424;C0507;Business;Closed;Unrecovered;2021-10-01;2033-05-25;2021-08-27;74805.63;50107.28;13.86;2022-02-02;665.49;1
L0425;C0508;Personal;Defaulted;Unrecovered;2023-08-17;2035-03-02;2021-07-01;38969.75;49643.24;8.09;2022-03-05;1051.01;0
L0426;C0509;Personal;Active;"Fully Recovered";2021-01-21;2032-03-05;2022-01-03;32472.37;87072.07;12.62;2022-04-02;2000.10;0
L0426;C0509;Personal;Active;"Fully Recovered";2021-01-21;2032-03-05;2022-01-03;32472.37;87072.07;12.62;2022-03-03;551.71;1
L0426;C0509;Personal;Active;"Fully Recovered";2021-01-21;2032-03-05;2022-01-03;32472.37;87072.07;12.62;2022-02-01;1127.45;1
L0427;C0510;Auto;Active;"Partially Recovered";2018-10-16;2032-09-27;NULL;34005.79;9057.18;6.01;2022-03-04;1815.19;0
L0427;C0510;Auto;Active;"Partially Recovered";2018-10-16;2032-09-27;NULL;34005.79;9057.18;6.01;2022-02-07;572.90;0
L0428;C0511;Mortgage;Defaulted;"Partially Recovered";2018-12-30;2030-06-17;NULL;84287.19;49173.89;7.84;2022-04-07;306.98;0
L0428;C0511;Mortgage;Defaulted;"Partially Recovered";2018-12-30;2030-06-17;NULL;84287.19;49173.89;7.84;2022-03-09;580.85;0
L0428;C0511;Mortgage;Defaulted;"Partially Recovered";2018-12-30;2030-06-17;NULL;84287.19;49173.89;7.84;2022-02-06;1265.38;0
L0428;C0511;Mortgage;Defaulted;"Partially Recovered";2018-12-30;2030-06-17;NULL;84287.19;49173.89;7.84;2022-01-01;377.88;0
L0429;C0512;Personal;Defaulted;"Partially Recovered";2017-03-18;2037-12-05;NULL;36626.91;44400.72;8.73;2022-04-01;1015.96;1
