CustomerID;DateOfBirth;Gender;CreditScore;ScoreDate;CreditSource;CreditUtilization;RiskScore;RiskCategory
C0467;1969-06-10;Female;742;2023-11-08;TransUnion;64.05;79.89;High
C0468;1962-08-11;Female;849;2023-11-07;Experian;66.88;89.85;Medium
C0468;1962-08-11;Female;849;2023-11-07;Experian;66.88;78.95;Low
C0469;1968-08-15;Female;817;2023-06-21;Equifax;20.60;58.89;Medium
C0469;1968-08-15;Female;817;2023-06-21;Equifax;20.60;99.12;Low
C0470;1977-01-13;Male;609;2023-02-15;TransUnion;28.45;3.21;Medium
C0470;1977-01-13;Male;609;2023-02-15;TransUnion;28.45;79.77;Low
C0471;1994-11-27;Female;721;2023-11-18;Experian;78.16;91.30;Low
C0471;1994-11-27;Female;721;2023-11-18;Experian;78.16;80.52;High
C0472;1992-10-16;Male;320;2023-08-02;TransUnion;25.90;50.67;High
C0472;1992-10-16;Male;320;2023-08-02;TransUnion;25.90;54.73;Low
C0473;1998-03-14;Female;307;2023-03-17;TransUnion;30.79;4.39;Medium
C0473;1998-03-14;Female;307;2023-03-17;TransUnion;30.79;88.59;Low
C0474;1995-01-22;Male;703;2023-08-22;TransUnion;5.10;73.21;Medium
C0474;1995-01-22;Male;703;2023-08-22;TransUnion;5.10;18.67;Medium
C0475;1981-03-09;Male;465;2023-04-30;TransUnion;64.14;2.02;Low
C0475;1981-03-09;Male;465;2023-04-30;TransUnion;64.14;38.07;Medium
C0476;1996-07-19;Female;490;2023-08-05;TransUnion;76.73;57.47;Medium
C0476;1996-07-19;Female;490;2023-08-05;TransUnion;76.73;69.42;Low
C0477;2012-01-31;Female;566;2023-11-11;TransUnion;63.98;25.30;Low
C0477;2012-01-31;Female;566;2023-11-11;TransUnion;63.98;42.86;Medium
C0478;1963-11-08;Female;837;2023-09-30;TransUnion;70.81;77.04;High
C0478;1963-11-08;Female;837;2023-09-30;TransUnion;70.81;49.72;Medium
C0479;2012-01-17;Male;585;2023-03-25;Equifax;24.20;6.27;High
C0479;2012-01-17;Male;585;2023-03-25;Equifax;24.20;94.28;High
C0480;1967-05-31;Male;614;2023-01-19;Equifax;46.89;0.21;Medium
C0480;1967-05-31;Male;614;2023-01-19;Equifax;46.89;21.57;High
C0481;1969-03-26;Female;301;2023-06-15;Experian;82.23;55.88;Low
C0481;1969-03-26;Female;301;2023-06-15;Experian;82.23;70.93;Low
C0482;2005-09-12;Male;743;2023-04-15;Experian;17.74;87.96;High
C0482;2005-09-12;Male;743;2023-04-15;Experian;17.74;68.51;Low
C0483;1971-07-26;Male;825;2023-03-06;Experian;53.72;66.04;High
C0483;1971-07-26;Male;825;2023-03-06;Experian;53.72;28.08;High
C0484;1979-11-20;Female;799;2023-09-29;Experian;69.18;33.46;High
C0484;1979-11-20;Female;799;2023-09-29;Experian;69.18;71.79;Low
C0485;1979-03-05;Female;764;2023-11-27;Experian;27.20;93.67;High
C0485;1979-03-05;Female;764;2023-11-27;Experian;27.20;84.90;High
C0486;1971-05-31;Female;574;2023-08-02;Equifax;34.96;53.91;Low
C0486;1971-05-31;Female;574;2023-08-02;Equifax;34.96;89.79;Medium
C0487;1972-01-20;Female;661;2023-02-13;Equifax;69.11;20.45;High
C0487;1972-01-20;Female;661;2023-02-13;Equifax;69.11;54.36;Medium
C0488;2013-10-26;Female;831;2023-07-08;TransUnion;83.14;80.23;Medium
C0488;2013-10-26;Female;831;2023-07-08;TransUnion;83.14;24.81;Low
C0489;1997-09-09;Male;593;2023-11-23;TransUnion;59.36;16.58;High
C0489;1997-09-09;Male;593;2023-11-23;TransUnion;59.36;66.68;Low
C0490;1988-12-13;Female;682;2023-06-29;Equifax;34.77;67.92;Low
C0490;1988-12-13;Female;682;2023-06-29;Equifax;34.77;56.95;High
C0491;1999-01-06;Female;750;2023-12-04;Experian;9.10;8.42;High
C0491;1999-01-06;Female;750;2023-12-04;Experian;9.10;33.41;High
C0492;1999-10-07;Female;839;2023-08-05;Experian;34.73;39.20;Medium
C0492;1999-10-07;Female;839;2023-08-05;Experian;34.73;35.93;Low
C0493;2007-02-12;Female;756;2023-12-25;Equifax;15.23;46.78;High
C0493;2007-02-12;Female;756;2023-12-25;Equifax;15.23;33.96;Low
C0494;1972-06-22;Female;618;2023-05-21;Experian;69.09;58.68;Low
C0494;1972-06-22;Female;618;2023-05-21;Experian;69.09;72.59;High
C0495;2014-04-25;Male;458;2023-02-18;TransUnion;55.55;77.50;Medium
C0495;2014-04-25;Male;458;2023-02-18;TransUnion;55.55;44.22;Low
C0496;1971-02-14;Male;672;2023-07-13;Equifax;48.35;77.63;Medium
C0496;1971-02-14;Male;672;2023-07-13;Equifax;48.35;15.33;High
C0497;1985-07-29;Female;744;2023-06-05;TransUnion;23.48;16.55;Medium
C0497;1985-07-29;Female;744;2023-06-05;TransUnion;23.48;34.12;High
C0498;2008-05-15;Female;399;2023-02-14;Experian;89.04;28.31;Low
C0498;2008-05-15;Female;399;2023-02-14;Experian;89.04;15.78;High
C0499;1963-03-28;Female;703;2023-09-09;Experian;17.53;17.51;High
C0499;1963-03-28;Female;703;2023-09-09;Experian;17.53;41.15;Low
C0500;2008-02-29;Female;419;2023-07-01;TransUnion;60.59;36.51;Medium
C0500;2008-02-29;Female;419;2023-07-01;TransUnion;60.59;65.84;Medium
C0501;2002-03-17;Female;778;2023-04-29;Experian;12.08;47.80;Low
C0501;2002-03-17;Female;778;2023-04-29;Experian;12.08;55.85;Low
C0502;2010-02-19;Female;632;2023-08-13;Experian;44.77;38.66;Low
C0502;2010-02-19;Female;632;2023-08-13;Experian;44.77;90.15;Low
C0503;1983-11-30;Male;674;2023-11-27;Equifax;66.27;3.88;Medium
C0503;1983-11-30;Male;674;2023-11-27;Equifax;66.27;2.02;Medium
C0504;1971-11-24;Female;415;2023-11-02;Equifax;23.95;18.09;Low
C0504;1971-11-24;Female;415;2023-11-02;Equifax;23.95;76.21;Medium
C0505;1992-03-29;Female;666;2023-07-12;Equifax;55.46;92.41;Low
C0505;1992-03-29;Female;666;2023-07-12;Equifax;55.46;92.69;Low
C0506;1973-03-10;Female;389;2023-12-19;Equifax;71.91;35.42;Medium
C0506;1973-03-10;Female;389;2023-12-19;Equifax;71.91;26.88;Low
C0507;1980-05-11;Female;838;2023-06-29;Equifax;13.41;38.34;Medium
C0507;1980-05-11;Female;838;2023-06-29;Equifax;13.41;47.98;High
C0508;1973-03-24;Female;394;2023-05-29;Equifax;36.11;12.88;High
C0508;1973-03-24;Female;394;2023-05-29;Equifax;36.11;10.73;Low
C0509;1975-10-20;Female;537;2023-12-15;Equifax;49.71;23.50;Low
C0509;1975-10-20;Female;537;2023-12-15;Equifax;49.71;34.46;Medium
C0510;1990-10-11;Female;470;2023-11-22;Equifax;86.65;89.82;Low
C0510;1990-10-11;Female;470;2023-11-22;Equifax;86.65;9.07;Low
C0511;1969-07-14;Female;427;2023-04-10;Equifax;44.54;51.23;Medium
C0511;1969-07-14;Female;427;2023-04-10;Equifax;44.54;95.09;High
C0512;2001-04-30;Female;569;2023-12-17;Experian;69.26;62.56;Medium
C0512;2001-04-30;Female;569;2023-12-17;Experian;69.26;73.02;High
C0513;1997-02-23;Female;773;2023-12-28;Equifax;79.15;58.09;Medium
C0513;1997-02-23;Female;773;2023-12-28;Equifax;79.15;37.16;High
C0514;2009-02-23;Male;458;2023-10-20;Experian;28.09;75.44;Low
C0514;2009-02-23;Male;458;2023-10-20;Experian;28.09;83.60;High
C0515;1986-08-23;Male;371;2023-09-19;Experian;72.57;66.93;Medium
C0515;1986-08-23;Male;371;2023-09-19;Experian;72.57;85.00;Low
C0516;1997-10-30;Male;552;2023-11-14;TransUnion;25.08;17.38;Medium
C0516;1997-10-30;Male;552;2023-11-14;TransUnion;25.08;42.99;High
C0517;1967-05-17;Female;553;2023-06-19;TransUnion;26.26;83.54;Medium
C0517;1967-05-17;Female;553;2023-06-19;TransUnion;26.26;44.39;High
C0518;1966-08-30;Female;658;2023-05-17;TransUnion;45.19;90.18;High
C0518;1966-08-30;Female;658;2023-05-17;TransUnion;45.19;13.47;Medium
C0519;1965-05-09;Male;704;2023-03-01;Equifax;53.42;16.29;Low
C0519;1965-05-09;Male;704;2023-03-01;Equifax;53.42;22.50;High
C0520;1989-06-15;Male;364;2023-10-21;Equifax;83.06;35.92;Low
C0520;1989-06-15;Male;364;2023-10-21;Equifax;83.06;68.33;Low
C0521;1981-06-14;Male;638;2023-04-22;TransUnion;43.64;66.23;Medium
C0521;1981-06-14;Male;638;2023-04-22;TransUnion;43.64;26.45;Medium
C0522;2004-10-15;Female;511;2023-06-21;Experian;49.24;28.17;High
C0522;2004-10-15;Female;511;2023-06-21;Experian;49.24;71.00;Low
C0523;2007-03-09;Female;389;2023-03-05;Equifax;33.57;65.54;High
C0523;2007-03-09;Female;389;2023-03-05;Equifax;33.57;66.08;High
C0524;2006-09-28;Male;701;2023-07-11;Equifax;55.72;82.96;Low
C0524;2006-09-28;Male;701;2023-07-11;Equifax;55.72;69.31;High
C0525;1961-03-16;Male;729;2023-01-14;TransUnion;13.06;60.46;High
C0525;1961-03-16;Male;729;2023-01-14;TransUnion;13.06;67.07;Medium
C0526;1999-03-04;Male;393;2023-06-02;Equifax;54.74;65.70;High
C0526;1999-03-04;Male;393;2023-06-02;Equifax;54.74;25.45;Medium
C0527;1994-10-22;Male;479;2023-10-22;Experian;76.80;23.86;High
C0527;1994-10-22;Male;479;2023-10-22;Experian;76.80;24.80;Low
C0528;1989-08-07;Female;356;2023-12-14;Equifax;38.46;96.75;Medium
C0528;1989-08-07;Female;356;2023-12-14;Equifax;38.46;34.81;Medium
C0529;1964-06-24;Female;721;2023-07-17;Equifax;40.40;70.15;Medium
C0529;1964-06-24;Female;721;2023-07-17;Equifax;40.40;40.51;Low
C0530;2012-02-19;Female;850;2023-08-26;Experian;30.82;0.20;High
C0530;2012-02-19;Female;850;2023-08-26;Experian;30.82;0.94;High
C0531;2012-09-06;Male;814;2023-08-23;Equifax;9.04;81.57;Medium
C0531;2012-09-06;Male;814;2023-08-23;Equifax;9.04;21.67;Medium
C0532;1974-06-06;Male;458;2023-02-20;TransUnion;65.55;28.53;Low
C0532;1974-06-06;Male;458;2023-02-20;TransUnion;65.55;0.42;Low
C0533;1965-09-08;Male;385;2023-08-04;Equifax;59.91;97.42;High
C0533;1965-09-08;Male;385;2023-08-04;Equifax;59.91;31.12;Medium
C0534;1970-09-26;Female;777;2023-05-02;Experian;31.38;78.27;Medium
C0534;1970-09-26;Female;777;2023-05-02;Experian;31.38;23.27;Low
C0535;2008-04-26;Male;594;2023-08-16;Equifax;61.20;21.18;Medium
C0535;2008-04-26;Male;594;2023-08-16;Equifax;61.20;31.31;Medium
C0536;1976-05-06;Female;780;2023-04-28;TransUnion;88.97;76.84;Low
C0536;1976-05-06;Female;780;2023-04-28;TransUnion;88.97;81.15;Low
C0537;1963-02-24;Female;835;2023-11-21;Equifax;89.91;1.44;High
C0537;1963-02-24;Female;835;2023-11-21;Equifax;89.91;19.94;High
C0538;1989-10-05;Female;517;2023-12-23;TransUnion;51.81;3.89;High
C0538;1989-10-05;Female;517;2023-12-23;TransUnion;51.81;40.87;High
C0539;2010-09-23;Female;726;2023-02-22;Equifax;49.54;30.34;Low
C0539;2010-09-23;Female;726;2023-02-22;Equifax;49.54;72.97;High
C0540;1984-01-31;Female;610;2023-03-02;Experian;15.79;32.67;Low
C0540;1984-01-31;Female;610;2023-03-02;Experian;15.79;23.42;Low
C0541;1969-05-17;Female;562;2023-11-07;TransUnion;53.78;43.71;Low
C0541;1969-05-17;Female;562;2023-11-07;TransUnion;53.78;54.18;High
C0542;2004-12-30;Male;573;2023-09-10;TransUnion;66.93;1.92;Medium
C0542;2004-12-30;Male;573;2023-09-10;TransUnion;66.93;14.46;Medium
C0543;1966-07-16;Female;756;2023-11-30;Experian;62.06;76.59;Medium
C0543;1966-07-16;Female;756;2023-11-30;Experian;62.06;90.66;Low
C0544;1980-01-24;Female;403;2023-11-13;TransUnion;23.87;36.52;Medium
C0544;1980-01-24;Female;403;2023-11-13;TransUnion;23.87;1.17;High
C0545;1964-12-30;Male;303;2023-03-28;Experian;9.38;53.41;Medium
C0545;1964-12-30;Male;303;2023-03-28;Experian;9.38;45.76;Medium
C0546;1982-05-17;Female;318;2023-11-08;Experian;25.76;87.01;High
C0546;1982-05-17;Female;318;2023-11-08;Experian;25.76;28.98;Low
C0547;1972-05-04;Male;808;2023-10-02;TransUnion;65.41;18.61;High
C0547;1972-05-04;Male;808;2023-10-02;TransUnion;65.41;83.17;Medium
C0548;2014-08-23;Female;654;2023-01-13;Experian;9.65;39.46;Low
C0548;2014-08-23;Female;654;2023-01-13;Experian;9.65;71.37;Medium
C0549;2000-12-27;Male;746;2023-09-24;Experian;81.94;63.71;High
C0549;2000-12-27;Male;746;2023-09-24;Experian;81.94;54.54;High
C0550;2011-08-19;Female;791;2023-09-23;TransUnion;54.49;97.41;High
C0550;2011-08-19;Female;791;2023-09-23;TransUnion;54.49;70.06;Medium
C0551;1972-04-09;Male;386;2023-12-20;Equifax;83.98;84.88;Low
C0551;1972-04-09;Male;386;2023-12-20;Equifax;83.98;20.70;Low
C0552;1985-09-09;Female;610;2023-01-08;Equifax;1.56;26.09;High
C0552;1985-09-09;Female;610;2023-01-08;Equifax;1.56;98.51;Low
C0553;1986-07-18;Male;761;2023-02-18;Experian;31.21;28.24;High
C0553;1986-07-18;Male;761;2023-02-18;Experian;31.21;88.99;High
C0554;1966-04-28;Male;459;2023-05-27;Experian;47.81;59.77;Low
C0554;1966-04-28;Male;459;2023-05-27;Experian;47.81;54.63;Medium
C0555;1968-02-26;Male;416;2023-06-20;TransUnion;9.48;7.74;High
C0555;1968-02-26;Male;416;2023-06-20;TransUnion;9.48;78.70;Low
C0556;2003-07-10;Male;532;2023-10-17;TransUnion;9.61;82.32;Medium
C0556;2003-07-10;Male;532;2023-10-17;TransUnion;9.61;44.40;Low
C0557;1990-11-13;Female;544;2023-11-24;Experian;7.12;42.97;Medium
C0557;1990-11-13;Female;544;2023-11-24;Experian;7.12;60.81;Medium
C0558;1994-11-26;Female;814;2023-06-07;Equifax;44.76;42.28;Medium
C0558;1994-11-26;Female;814;2023-06-07;Equifax;44.76;38.90;Medium
C0559;2002-06-09;Female;526;2023-07-24;Equifax;14.69;40.80;Low
C0559;2002-06-09;Female;526;2023-07-24;Equifax;14.69;51.64;Low
C0560;2003-04-11;Female;360;2023-01-23;TransUnion;64.85;22.59;High
C0560;2003-04-11;Female;360;2023-01-23;TransUnion;64.85;81.03;Low
C0561;1976-07-17;Female;662;2023-02-16;Equifax;83.17;5.34;High
C0561;1976-07-17;Female;662;2023-02-16;Equifax;83.17;87.81;High
C0562;2005-05-29;Female;651;2023-06-01;Experian;53.60;17.36;Medium
C0562;2005-05-29;Female;651;2023-06-01;Experian;53.60;36.71;Medium
C0563;1970-03-16;Male;559;2023-07-27;Equifax;38.99;44.60;High
C0563;1970-03-16;Male;559;2023-07-27;Equifax;38.99;65.92;Medium
C0564;1988-05-03;Male;786;2023-02-13;TransUnion;31.57;99.52;High
C0564;1988-05-03;Male;786;2023-02-13;TransUnion;31.57;82.32;High
C0565;1980-04-26;Female;812;2023-08-07;Experian;21.75;57.34;Medium
C0565;1980-04-26;Female;812;2023-08-07;Experian;21.75;5.72;High
C0566;1999-01-28;Male;621;2023-03-11;Experian;42.21;0.02;Low
C0566;1999-01-28;Male;621;2023-03-11;Experian;42.21;35.27;High
C0567;1963-12-05;Female;695;2023-03-09;TransUnion;24.80;53.40;High
C0567;1963-12-05;Female;695;2023-03-09;TransUnion;24.80;67.27;Medium
C0568;1985-09-02;Male;344;2023-07-31;Equifax;48.51;29.12;Medium
C0568;1985-09-02;Male;344;2023-07-31;Equifax;48.51;71.51;High
C0569;1991-02-25;Female;700;2023-01-08;TransUnion;48.78;13.12;Medium
C0569;1991-02-25;Female;700;2023-01-08;TransUnion;48.78;78.75;Medium
C0570;2006-11-01;Female;822;2023-02-11;TransUnion;23.17;69.36;High
C0570;2006-11-01;Female;822;2023-02-11;TransUnion;23.17;63.35;Low
C0571;1963-08-05;Male;371;2023-11-17;Experian;34.94;13.97;Medium
C0571;1963-08-05;Male;371;2023-11-17;Experian;34.94;22.75;Low
C0572;1968-07-20;Female;809;2023-06-18;Equifax;26.89;6.97;Medium
C0572;1968-07-20;Female;809;2023-06-18;Equifax;26.89;47.41;High
C0573;1999-08-14;Male;785;2023-07-07;TransUnion;4.25;80.51;Low
C0573;1999-08-14;Male;785;2023-07-07;TransUnion;4.25;78.73;High
C0574;1996-05-31;Male;567;2023-04-14;TransUnion;88.15;17.87;High
C0574;1996-05-31;Male;567;2023-04-14;TransUnion;88.15;52.41;High
C0575;1996-05-29;Male;849;2023-01-19;Experian;11.50;19.42;High
C0575;1996-05-29;Male;849;2023-01-19;Experian;11.50;3.93;High
C0576;1973-01-24;Male;780;2023-12-24;Experian;42.65;31.58;High
C0576;1973-01-24;Male;780;2023-12-24;Experian;42.65;38.65;Medium
C0577;1967-05-31;Female;586;2023-03-08;Equifax;17.87;20.07;High
C0577;1967-05-31;Female;586;2023-03-08;Equifax;17.87;67.30;Medium
C0578;1981-04-23;Female;820;2023-02-17;TransUnion;63.14;40.65;High
C0578;1981-04-23;Female;820;2023-02-17;TransUnion;63.14;52.97;Low
C0579;1986-02-18;Male;328;2023-02-24;Equifax;48.32;34.95;High
C0579;1986-02-18;Male;328;2023-02-24;Equifax;48.32;95.37;Medium
C0580;1996-11-25;Female;791;2023-11-07;Equifax;28.21;98.67;Low
C0580;1996-11-25;Female;791;2023-11-07;Equifax;28.21;99.33;Low
C0581;1961-07-09;Female;768;2023-04-23;TransUnion;2.28;49.51;Medium
C0581;1961-07-09;Female;768;2023-04-23;TransUnion;2.28;71.61;Low
C0582;1961-06-27;Male;386;2023-09-17;Experian;25.49;97.04;Medium
C0582;1961-06-27;Male;386;2023-09-17;Experian;25.49;46.86;High
C0583;1983-04-15;Female;391;2023-12-24;Equifax;7.61;15.16;Medium
C0583;1983-04-15;Female;391;2023-12-24;Equifax;7.61;26.37;Low
C0584;1975-10-25;Male;413;2023-10-12;Experian;6.22;89.27;Low
C0584;1975-10-25;Male;413;2023-10-12;Experian;6.22;47.62;High
C0585;1994-02-20;Male;575;2023-04-16;TransUnion;76.93;0.10;Low
C0585;1994-02-20;Male;575;2023-04-16;TransUnion;76.93;30.05;Low
C0586;1964-04-28;Male;543;2023-08-25;TransUnion;54.04;93.25;Low
C0586;1964-04-28;Male;543;2023-08-25;TransUnion;54.04;22.09;High
C0587;1986-07-12;Female;452;2023-08-02;Experian;65.02;48.97;High
C0587;1986-07-12;Female;452;2023-08-02;Experian;65.02;64.21;Low
C0588;1994-05-10;Female;478;2023-06-16;Experian;14.81;99.69;High
C0588;1994-05-10;Female;478;2023-06-16;Experian;14.81;40.32;High
C0589;1966-02-01;Female;797;2023-01-09;Equifax;84.42;53.24;Medium
C0589;1966-02-01;Female;797;2023-01-09;Equifax;84.42;91.93;Low
C0590;2012-04-22;Male;568;2023-08-16;Equifax;35.12;67.35;High
C0590;2012-04-22;Male;568;2023-08-16;Equifax;35.12;65.56;Low
C0591;1982-12-28;Male;848;2023-10-23;Experian;78.79;62.58;Low
C0591;1982-12-28;Male;848;2023-10-23;Experian;78.79;50.37;Medium
C0592;2003-08-08;Male;407;2023-05-06;Experian;61.08;11.32;Low
C0592;2003-08-08;Male;407;2023-05-06;Experian;61.08;36.28;High
C0593;1980-01-27;Male;831;2023-10-15;Experian;78.92;45.19;Low
C0593;1980-01-27;Male;831;2023-10-15;Experian;78.92;12.43;Low
C0594;2005-04-08;Female;431;2023-07-25;Experian;70.92;15.33;Medium
C0594;2005-04-08;Female;431;2023-07-25;Experian;70.92;9.60;Medium
C0595;1973-02-25;Male;661;2023-11-30;Equifax;24.74;90.96;High
C0595;1973-02-25;Male;661;2023-11-30;Equifax;24.74;48.26;Medium
C0596;2009-01-13;Male;610;2023-12-30;Experian;41.33;63.11;High
C0596;2009-01-13;Male;610;2023-12-30;Experian;41.33;1.40;Medium
C0597;1968-06-22;Female;535;2023-10-04;Equifax;22.71;92.40;High
C0597;1968-06-22;Female;535;2023-10-04;Equifax;22.71;9.30;Low
C0598;1971-02-11;Female;711;2023-12-24;Equifax;30.48;6.17;Medium
C0598;1971-02-11;Female;711;2023-12-24;Equifax;30.48;88.53;Low
C0599;1963-04-15;Female;700;2023-08-14;TransUnion;64.21;87.26;Medium
C0599;1963-04-15;Female;700;2023-08-14;TransUnion;64.21;42.12;Low
C0600;1977-07-14;Male;754;2023-12-26;Equifax;25.00;3.44;Medium
C0600;1977-07-14;Male;754;2023-12-26;Equifax;25.00;90.93;Medium
C0601;2014-09-04;Female;327;2023-06-03;TransUnion;43.09;37.54;High
C0601;2014-09-04;Female;327;2023-06-03;TransUnion;43.09;18.60;Medium
C0602;1972-12-18;Male;603;2023-04-27;TransUnion;66.33;32.91;High
C0602;1972-12-18;Male;603;2023-04-27;TransUnion;66.33;10.32;Low
C0603;2013-10-24;Female;779;2023-02-20;Experian;1.00;30.36;High
C0603;2013-10-24;Female;779;2023-02-20;Experian;1.00;12.31;Low
C0604;1972-06-22;Male;739;2023-12-16;Equifax;10.08;5.71;High
C0604;1972-06-22;Male;739;2023-12-16;Equifax;10.08;40.19;High
C0605;1997-11-06;Male;502;2023-07-03;Equifax;48.01;95.84;Medium
C0605;1997-11-06;Male;502;2023-07-03;Equifax;48.01;24.82;Low
C0606;1968-01-30;Male;544;2023-08-13;TransUnion;79.14;31.48;Medium
C0606;1968-01-30;Male;544;2023-08-13;TransUnion;79.14;81.89;High
C0607;1967-10-13;Female;389;2023-03-05;Equifax;35.36;63.34;Low
C0607;1967-10-13;Female;389;2023-03-05;Equifax;35.36;48.50;High
C0608;1981-03-05;Female;749;2023-11-24;Experian;47.34;30.20;Low
C0608;1981-03-05;Female;749;2023-11-24;Experian;47.34;55.99;Medium
C0609;1965-07-27;Female;574;2023-11-30;Experian;54.77;6.19;Medium
C0609;1965-07-27;Female;574;2023-11-30;Experian;54.77;68.86;Medium
C0610;1998-02-10;Male;759;2023-05-07;Experian;10.27;97.29;High
C0610;1998-02-10;Male;759;2023-05-07;Experian;10.27;80.05;High
C0611;2011-04-28;Female;783;2023-01-17;Equifax;76.54;23.60;Low
C0611;2011-04-28;Female;783;2023-01-17;Equifax;76.54;36.49;High
C0612;1970-05-31;Male;552;2023-09-29;Equifax;40.95;58.17;High
C0612;1970-05-31;Male;552;2023-09-29;Equifax;40.95;60.98;Medium
C0613;2009-09-06;Female;446;2023-12-18;Experian;17.16;68.00;Medium
C0613;2009-09-06;Female;446;2023-12-18;Experian;17.16;41.34;High
C0614;1984-10-08;Male;799;2023-12-17;Experian;49.29;69.48;Medium
C0614;1984-10-08;Male;799;2023-12-17;Experian;49.29;60.91;High
C0615;1997-11-06;Female;564;2023-10-03;Experian;35.20;22.56;Medium
C0615;1997-11-06;Female;564;2023-10-03;Experian;35.20;56.89;Medium
C0616;1964-06-30;Female;831;2023-08-25;Equifax;73.01;28.63;High
C0616;1964-06-30;Female;831;2023-08-25;Equifax;73.01;6.90;Medium
C0617;2009-09-01;Female;300;2023-07-28;TransUnion;50.56;15.92;Low
C0617;2009-09-01;Female;300;2023-07-28;TransUnion;50.56;81.21;Medium
C0618;1979-02-13;Male;433;2023-07-12;TransUnion;88.88;23.73;Medium
C0618;1979-02-13;Male;433;2023-07-12;TransUnion;88.88;87.10;Low
C0619;1984-03-03;Female;406;2023-01-03;Equifax;21.99;5.61;Low
C0619;1984-03-03;Female;406;2023-01-03;Equifax;21.99;37.99;Low
C0620;2008-07-07;Male;775;2023-07-31;Experian;73.70;87.96;Medium
C0620;2008-07-07;Male;775;2023-07-31;Experian;73.70;7.99;Medium
C0621;2012-10-27;Female;387;2023-05-04;Experian;6.79;10.56;Low
C0621;2012-10-27;Female;387;2023-05-04;Experian;6.79;87.65;High
C0622;1973-10-27;Female;697;2023-05-19;TransUnion;48.65;69.65;High
C0622;1973-10-27;Female;697;2023-05-19;TransUnion;48.65;96.19;High
C0623;1968-02-24;Male;572;2023-11-07;TransUnion;26.60;28.90;Low
C0623;1968-02-24;Male;572;2023-11-07;TransUnion;26.60;87.30;Medium
C0624;1965-01-08;Male;393;2023-12-17;Experian;54.94;3.42;Low
C0624;1965-01-08;Male;393;2023-12-17;Experian;54.94;14.62;Low
C0625;1977-07-31;Male;385;2023-12-11;Experian;39.24;89.33;High
C0625;1977-07-31;Male;385;2023-12-11;Experian;39.24;16.51;Low
C0626;1971-06-27;Female;531;2023-10-16;TransUnion;10.30;28.14;Low
C0626;1971-06-27;Female;531;2023-10-16;TransUnion;10.30;51.96;Medium
C0627;1966-03-12;Female;563;2023-01-19;TransUnion;85.51;44.42;Low
C0627;1966-03-12;Female;563;2023-01-19;TransUnion;85.51;5.37;Medium
C0628;1981-02-16;Male;458;2023-08-03;Experian;55.90;69.77;Low
C0628;1981-02-16;Male;458;2023-08-03;Experian;55.90;50.72;Low
C0629;2004-08-23;Male;781;2023-07-06;TransUnion;8.27;58.51;Medium
C0629;2004-08-23;Male;781;2023-07-06;TransUnion;8.27;36.57;Low
C0630;2004-03-05;Female;678;2023-02-28;TransUnion;19.51;41.60;High
C0630;2004-03-05;Female;678;2023-02-28;TransUnion;19.51;10.94;Low
C0631;1989-01-07;Female;776;2023-09-05;TransUnion;81.62;40.43;Low
C0631;1989-01-07;Female;776;2023-09-05;TransUnion;81.62;95.21;Medium
C0632;1993-07-25;Female;394;2023-02-21;Experian;45.93;21.48;Medium
C0632;1993-07-25;Female;394;2023-02-21;Experian;45.93;11.38;High
C0633;1999-11-24;Female;846;2023-06-07;Experian;52.82;18.40;Low
C0633;1999-11-24;Female;846;2023-06-07;Experian;52.82;47.89;Medium
C0634;2000-05-31;Male;524;2023-04-11;Experian;85.44;64.78;Low
C0634;2000-05-31;Male;524;2023-04-11;Experian;85.44;50.88;Medium
C0635;1980-06-26;Male;455;2023-07-24;TransUnion;7.22;77.52;Low
C0635;1980-06-26;Male;455;2023-07-24;TransUnion;7.22;85.26;Low
C0636;1960-01-15;Female;601;2023-06-29;TransUnion;56.74;27.92;Medium
C0636;1960-01-15;Female;601;2023-06-29;TransUnion;56.74;71.96;High
C0637;2012-05-04;Male;678;2023-07-19;TransUnion;65.50;54.51;High
C0637;2012-05-04;Male;678;2023-07-19;TransUnion;65.50;40.39;Medium
C0638;1984-08-26;Male;639;2023-11-25;Equifax;50.35;77.04;High
C0638;1984-08-26;Male;639;2023-11-25;Equifax;50.35;17.87;Low
C0639;1971-06-27;Male;763;2023-07-11;Experian;85.08;72.78;Medium
C0639;1971-06-27;Male;763;2023-07-11;Experian;85.08;57.80;Medium
C0640;1994-04-05;Male;528;2023-03-27;TransUnion;83.29;41.62;Low
C0640;1994-04-05;Male;528;2023-03-27;TransUnion;83.29;41.93;Medium
C0641;1981-04-19;Male;769;2023-06-26;TransUnion;77.85;68.57;Medium
C0641;1981-04-19;Male;769;2023-06-26;TransUnion;77.85;89.84;Low
C0642;1972-04-12;Male;704;2023-01-30;Experian;66.24;62.21;Low
C0642;1972-04-12;Male;704;2023-01-30;Experian;66.24;54.88;High
C0643;1983-12-31;Female;351;2023-04-07;Experian;34.35;64.46;Medium
C0643;1983-12-31;Female;351;2023-04-07;Experian;34.35;25.29;Medium
C0644;1960-05-24;Female;743;2023-11-18;TransUnion;27.32;43.20;Low
C0644;1960-05-24;Female;743;2023-11-18;TransUnion;27.32;75.21;Medium
C0645;2000-09-04;Female;602;2023-11-03;Equifax;18.33;76.25;Low
C0645;2000-09-04;Female;602;2023-11-03;Equifax;18.33;73.16;Medium
